"name","publishedAtDate","stars","state","text","title"
"Trip.com Member","2024-07-16T23:59:59.999Z",,"Selangor","Parking is good but food not so special ez go shopping n mrt","Royale Chulan Damansara"
"Manigandan Raju","2024-07-16T17:53:24.962Z","4","Selangor","This hotel is conveniently located near the Mutiara Damansara MRT station and connected by a bridge, providing easy access to One Utama Shopping Mall. The rooms are spacious, though some facilities and amenities may need updating as they are somewhat outdated. Overall, it is a decent place for a staycation.","Royale Chulan Damansara"
"AZHAR BIN HUSSIN","2024-07-15T06:27:49.055Z","4","Selangor",,"Royale Chulan Damansara"
"Mohanraj S.Sekar","2024-07-13T13:21:03.879Z","2","Selangor","Stayed here recently. I have been a fan of the Royale Chulan hotels, but this particular branch was quite disappointing. While staffs were courteous and professional, the rooms weren’t up to the standards of Royale Chulan.

I like the room designs and theme, it’s a bit old school and has character and charm. But it’s worn out and not well kept. The carpets were worn out, the wardrobe doors were too difficult to push/pull, the leather on the chair torn, the stool missing a tufted button, the table lamp cracked and wobbly, the sink clogged and slow to drain. I have had better experience at their other branch. This one is in dire need for an update, or some TLC.

Worthy to note, from 1/7/2024 they charge an RM4 fee per day for parking.","Royale Chulan Damansara"
"Aleesya Amira","2024-07-13T10:17:17.374Z","5","Selangor",,"Royale Chulan Damansara"
"Trip.com Member","2024-12-13T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","Well, it’s Chulan, so all are at par, the ambience and facility are well kept, the staff is nice, and the food is great ( both room service and breakfast), i had nice rest.","Royale Chulan Kuala Lumpur"
"Trip.com Member","2024-12-13T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","房间宽敞、布置合理","Royale Chulan Kuala Lumpur"
"حسين قاسم الملك","2024-12-13T06:49:53.698Z","5","Federal Territory of Kuala Lumpur","مكان جميل جدا","Royale Chulan Kuala Lumpur"
"Trip.com Member","2024-12-11T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","Dekat 10 kali dtg sini. Tempat wangi. Bfast best. Pernah dtg raya haji. Hidang lemang dan rendang. Terbaik","Royale Chulan Kuala Lumpur"
"Trip.com Member","2024-12-11T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","Great staycation with my husband. The breakfast spread was  very good.","Royale Chulan Kuala Lumpur"
"Trip.com Member","2024-12-11T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","Semua best","Royale Chulan Kuala Lumpur"
"Manners W (Hoe)","2024-12-11T08:47:04.582Z","4","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"bisnes 1","2024-12-11T00:39:08.861Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Anonymous","2024-12-09T10:21:10.401Z","2","Federal Territory of Kuala Lumpur","Maybe it used to be 5stars, but no longer is. Bed is nice, but others: Broken wall plug, broken shower head, chair with torn leather, leaking steam iron. Feels like a 2stars experience.

As for breakfast, nasi goreng & mee goreng tasted bland. Vegetable soup tasted like salt water. Royale chulan damansara is way way wayy better.

Only good thing is the customer service. Kudos to the dedicated frontstaff.","Royale Chulan Kuala Lumpur"
"Dr. Kushal A. Shah","2024-12-09T01:08:01.736Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Nikita Jain","2024-12-08T15:44:54.751Z","4","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"ConRepair (ConRepair Co., Ltd.)","2024-12-08T12:11:08.272Z","3","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Ash Booth (& Penny Clements)","2024-12-08T08:27:42.603Z","3","Federal Territory of Kuala Lumpur","I recently stayed at Royale Chulan and found it to be a bit of a mixed experience. The hotel's location is good, within walking distance to many central attractions, which is a real plus. Our room was a good size and comfortable, although it did take longer than expected for housekeeping to service it each day... 5/6pm! The front-of-house staff were friendly, though we did experience some issues with our room key, which after two attempts to get right we gave up.

However, there were several areas that let the hotel down. Alcohol is no longer available at the hotel, which came as a surprise. The pool area, while nice and quiet in the day, lacked any kind of drink service and had very few loungers with cushions, making it less inviting for a relaxing day. Another issue was that the photos on the website no longer reflect the reality - views of the Petronas Towers from the pool are now blocked by construction, and new photos should be taken to update this as you can’t see them even just a little bit.

The breakfast buffet was a chaotic experience. It was overcrowded, with guests being rude and staff struggling to keep up - we had to grab a table immediately after someone left and the staff wouldn’t change our cutlery / napkins.  We also found the complimentary water in the room to be limited to just four small bottles per day, which felt a bit stingy considering you can’t drink the tap water. Overall, the hotel feels dated and tired, and while it may have been a 4- or 5-star property in the past, it now seems more like a 3-star experience. It has potential but is in need of renovation, love and better service to live up to expectations.","Royale Chulan Kuala Lumpur"
"Shanti Shan","2024-12-08T04:07:15.577Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Brijrajsinh Gohil","2024-12-08T00:52:54.611Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Rafida Mohamed Zain","2024-12-06T07:54:39.063Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Quratulain Raza","2024-12-05T05:43:18.041Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"pavin wilson","2024-12-05T05:17:20.426Z","4","Federal Territory of Kuala Lumpur","Breakfast was ok","Royale Chulan Kuala Lumpur"
"Trip.com Member","2024-12-04T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","Overall is good to stay for staycation. Only abit disappointed it was on my birthday receiving a gift but the staff refused to bring it to my room service ask me to come down to collect it and when I collect the staff just sitting for doing nothing if they can they would send it to my room . About the breakfast not bad but if have any western style breakfast would be more nice it’s just my opinion but overall was ok . Thank you","Royale Chulan Kuala Lumpur"
"Trip.com Member","2024-12-04T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","Spacious room. Varieties on breakfast. Large swimming pool. Overall good.","Royale Chulan Kuala Lumpur"
"Mohd Zubir","2024-07-13T02:46:57.886Z","4","Selangor","Tak best kali nii...sebab karpet tak vacum.","Royale Chulan Damansara"
"Kent Loh","2024-07-12T17:04:06.552Z","1","Selangor","staff very rude those who stand on outside lobby, just because of location , i think your hotel can shut up directly, staff attitude totally unacceptable , even though customer service also same pattern. Speechless.","Royale Chulan Damansara"
"SYAHRIAL KHAIDIR","2024-07-12T08:07:09.376Z","5","Selangor",,"Royale Chulan Damansara"
"Christ Kurnia","2024-07-11T12:34:06.521Z","2","Selangor",,"Royale Chulan Damansara"
"Trip.com Member","2024-07-10T23:59:59.999Z",,"Selangor","From booking to check in, everything runs smoothly. The breakfast was superb, only it was crowded and long que maybe due to public holidays. Room is clean and spacious. This is our 2nd time staying at this hotel. Our kids really enjoy the stay, swimming pools and the easy access to the mall next door. Definitely gonna stay there again :)","Royale Chulan Damansara"
"Trip.com Member","2024-07-10T23:59:59.999Z",,"Selangor","Everything is good, enjoy the food, facilities, scenery was so awesome. Will repeat again.","Royale Chulan Damansara"
"Chuan Song Ho","2024-07-10T09:12:25.005Z","1","Selangor","I booked a night stay with 3 adults but  the reception only giving me 2 single beds/1 king bed option. Need to complaint to the higher management of the hotel only get extra bed near midnight.","Royale Chulan Damansara"
"Esthry Loh","2024-07-10T08:19:44.252Z","4","Selangor","The atmosphere was quiet, room was spacious. The breakfast variety could be improved. Overall was a good experience with this hotel.","Royale Chulan Damansara"
"Azizan BQI","2024-07-10T07:36:36.644Z","5","Selangor","we have lunch buffet at chulan corner","Royale Chulan Damansara"
"Madam Linda","2024-07-09T14:25:09.707Z","5","Selangor",,"Royale Chulan Damansara"
"Taska Hawary","2024-07-09T14:19:51.872Z","5","Selangor","Nice hotel","Royale Chulan Damansara"
"Tucker","2024-07-09T10:44:03.380Z","4","Selangor","I recently stayed at a charming hotel from the 90s, and the experience was quite nostalgic. The hotel features many classic designs that bring back memories of a bygone era. The room was spacious, the bed was huge and incredibly comfortable, which made for a great night's sleep. I was also impressed with the strong water pressure in the shower room, making showers refreshing.

One of the standout features of this hotel is the pool, which offers a stunning view of the Damansara skyline. It's a perfect spot to relax and unwind, adding significant value to the property.

Overall, my stay was satisfying. However, there are a couple of areas where the hotel could improve. The reception staff could be more welcoming; a simple smile during check-in and check-out would greatly enhance the guest experience. Additionally, I noted an ant infestation in the room, which is a matter that needs urgent attention from the hotel management.

For those planning to drive, please be aware that parking costs RM4 per day for in-house guests.","Royale Chulan Damansara"
"Zai Zawawi","2024-07-09T03:16:58.748Z","4","Selangor","great breakfast for 29.90","Royale Chulan Damansara"
"Anvar Kasimov","2024-07-08T08:53:51.072Z","4","Selangor",,"Royale Chulan Damansara"
"不滅のアりエル","2024-07-08T03:57:47.351Z","4","Selangor","Came here with my family for vacation. The room we stayed in had a faulty aircond, so we had to change to another room. The other room was in worse condition, with the paint coming off the walls and the doors made a screeching sound. The facilities given were also underwhelming, especially the Kiddie Land.

The breakfast was excellent, though, and there's a link bridge straight to The Curve, IKEA and the MRT close by. The hotel is fine overall, but it needs some renovations, especially the halls.","Royale Chulan Damansara"
"Rosidi Ahmad","2024-07-07T16:45:08.323Z","3","Selangor","First impression after entering my room, I noticed the wear and tear of the room from the lower section of the room. A few of the floor tiles are waiting to pop out judging from the sound the make every time you step on them. In summary it's not well maintained. For the first time in my entire hotel experience, this the1st 5 star hotel which their room service staff had forgotten to restock the most important toiletry needs: no bath towels or hand towels found. Perhaps they should hire a better housekeeping staff. To top if off, I had to call housekeeping twice to get them. Of course I only got the bath towels. Still missing hand towels.","Royale Chulan Damansara"
"Sally Lim Saw","2024-07-06T06:17:33.750Z","4","Selangor","Is a nice hotel but the staff need to train for their Communication skill but they put in their best to communicate.","Royale Chulan Damansara"
"Shirl","2024-07-04T04:39:07.247Z","4","Selangor","Tried out the breakfast buffet. Food was average but plenty of food choices which we enjoyed. Can park in hotel or outdoors too. Service was good and it was almost full house when we went for breakfast there in the early morning","Royale Chulan Damansara"
"Trip.com Member","2024-07-02T23:59:59.999Z",,"Selangor","Good service and all good friendly room also very clean my son sleep well...","Royale Chulan Damansara"
"Twin Amalisya","2024-07-01T03:23:55.302Z","5","Selangor","Good location. Easy to access via public transportation - MRT Mutiara Damansara Station. Walking distance to The Curve and Ikea. Not far from One Utama shopping centre. Can just go by MRT - 1 stop and the fare is RM1.20 only. No hassle to drive and find parking.

Please note that Royale Chulan The Curve is just beside it. Don't get the wrong hotel 😉.","Royale Chulan Damansara"
"Trip.com Member","2025-01-14T23:59:59.999Z",,"Penang","房间的窗户不能打开的，用镙丝锁死，没有新鲜空气入室内，前台的一个***`男生不待见国人，带有偏见，必须用英语沟通；另外几个女生比较友好，能说华语。早餐丰富，泳池不错。性价比一般。另外，房间的床头柜用酒精巾一抹是图片这样的。","Royale Chulan Penang"
"Trip.com Member","2025-01-14T23:59:59.999Z",,"Penang","Grateful for the extra effort by kitchen staff to prepare extra vegan breakfast","Royale Chulan Penang"
"Andrey Vrady","2025-01-14T08:49:49.999Z","5","Penang","Very nice hotel. We are staying here since almost one month. Breakfast is good. Swimming pool and gym are always clean thanks Mr. Salva. Good equipment.","Royale Chulan Penang"
"Trip.com Member","2025-01-12T23:59:59.999Z",,"Penang","Stayed here in many occasions. Easy access to ferry and other malls. The buffet breakfast was good. Will come back with family another round","Royale Chulan Penang"
"Satou Ulaao","2025-01-11T14:02:44.016Z","4","Penang","飯店櫃檯人員&房務人員友善
早餐餐廳的服務人員較散漫
房間內天花板跟地板會漏水
第一天就會漏
原以為也無解.最後一晚才跟櫃檯說
（避免被誤會是我們破壞的）
結果房務人員拿機器來把水抽走就解決了漏水問題
房內迎賓橘色膽敢偏乾吃起來普通
飯店偏舊.隔音不錯算安靜.
房間大寬敞.可選擇是否要打掃
不小心按到 不打擾的燈就不會打掃了
也不會放新的水.可跟前台要水
盥洗用品還不錯用
位置有點偏
看評論表示早餐豐富才選擇入住
結果吃一次就不太想再吃了
感覺是2.3星飯店的早餐
餐廳人員不積極.幾乎只能吃餐台上溫冷的食材
負責烤餅的人員不太願意現點現做給我們
烤餅好吃但四天只等到一次現烤的烤餅
調好的咖啡每天甜度不一樣
第一天最好喝.第三天太甜","Royale Chulan Penang"
"Michalie Ruoss","2025-01-11T05:37:38.740Z","5","Penang",,"Royale Chulan Penang"
"HK svalley","2025-01-11T00:16:36.316Z","4","Penang",,"Royale Chulan Penang"
"Fauzia Fazira","2025-01-10T09:55:15.131Z","4","Penang","Great stay and nice accommodation for stay and affordable price . Breakfast also good and tasty","Royale Chulan Penang"
"araswathy Sarasaathy","2025-01-09T15:31:48.839Z","4","Penang",,"Royale Chulan Penang"
"Trip.com Member","2025-01-07T23:59:59.999Z",,"Penang","老式酒店，住着还算舒服。小朋友喜欢泳池，每天要去玩3次以上。位置非常好，吃的逛的都只需要步行，总的来说体验不错。","Royale Chulan Penang"
"Mohamad Helmi","2025-01-06T00:39:04.376Z","4","Penang",,"Royale Chulan Penang"
"Trip.com Member","2025-01-05T23:59:59.999Z",,"Penang","非常好，很满意","Royale Chulan Penang"
"Trip.com Member","2025-01-03T23:59:59.999Z",,"Penang","The price was reasonable but I felt the service and cleanliness was not up to standard of a 4 star hotel. The hotel room was big, although it was aged. It had a sofa and separate room for Wardrobe and luggage. But the Aircon was weak, which made my stay uncomfortable. The temperature seems to be controlled by the hotel as it would always feel like 24-25 degrees no matter how low I set it. The corridors are also very hot and stuffy. Only the lobby has proper Aircon. The shower drainage was also poor and the toilet bidet is leaking. The safe box is spoiled and the Wardrobe doors don’t slide well. The bed linens had small stains and small hairs. The housekeeping staff need better training as they didn’t clean the room properly or replenish the amenities completely. One staff also chose to hold the lift, while I was inside, to mop the floor. I understand he was just doing his job, but he shouldn’t do it at the inconvenience of hotel guests. Front desk staff and cafe staff are very good though.   The breakfast buffet was average, but no Penang dishes at all. Swimming pool is small but cozy and water is nice.","Royale Chulan Penang"
"Trip.com Member","2025-01-02T23:59:59.999Z",,"Penang","不知道哪来这么多好评，房间老化那个味道 睡觉都入脑，房间老化到不行。这个价钱根本没性价比，真的不行","Royale Chulan Penang"
"Trip.com Member","2025-01-02T23:59:59.999Z",,"Penang","The hotel was very good, food also delicious and nearby to padang kota,","Royale Chulan Penang"
"Joseph Chen","2025-01-02T10:42:22.442Z","4","Penang",,"Royale Chulan Penang"
"Trip.com Member","2024-12-29T23:59:59.999Z",,"Penang","非常棒的飯店，不僅早餐好吃，非常豐富，我們住的房間非常大非常舒服。安靜的程度也令人滿意，床跟枕頭莫名的好睡，堪稱我住過極佳的飯店前幾名，大推～","Royale Chulan Penang"
"Trip.com Member","2024-12-29T23:59:59.999Z",,"Penang","臨時決定在檳城多待一天，還是二話不說馬上繼續續訂這家飯店。到周遭景點非常迅速，很多地方步行就可以抵達，還有米其林餐廳、小印度在附近，簡單旅行很適合喔。","Royale Chulan Penang"
"Trip.com Member","2024-12-29T23:59:59.999Z",,"Penang","Value for money.worth for every single penny","Royale Chulan Penang"
"Mahi Raval","2024-12-29T23:47:39.274Z","4","Penang","Does not have any vegetarian food .
Please add some veg options for breakfast","Royale Chulan Penang"
"Trip.com Member","2024-12-03T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","设施：比较完备，洗衣机，烘干一体，厨房设备齐全，房间老旧，需要更新卫生：总体可以，干净卫生环境：离双子塔很近，楼下有一个餐厅，可以点餐，配套有按摩，职业技术一般服务：有微信服务号，每天会询问一下，有啥需要","Royale Chulan Kuala Lumpur"
"Trip.com Member","2024-12-03T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","Bilik sangat selesa, kelengkapan bilik yang sempurna, toilet yabg luas dan bersih","Royale Chulan Kuala Lumpur"
"Trip.com Member","2024-12-03T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","Persekiran yang sangat bersih dan berdekatan dengan pavilion","Royale Chulan Kuala Lumpur"
"Trip.com Member","2024-12-03T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","Berdekatan dengan pusat kraftangan malaysia, pavilion.","Royale Chulan Kuala Lumpur"
"Trip.com Member","2024-12-03T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","Had a good stay","Royale Chulan Kuala Lumpur"
"Muhamad Rusdi Ismail","2024-12-03T17:29:16.244Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Zoro Asteron","2024-12-03T15:29:06.575Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Sabrina Azmi","2024-12-03T08:08:55.599Z","5","Federal Territory of Kuala Lumpur","Great! ⭐⭐⭐⭐⭐","Royale Chulan Kuala Lumpur"
"Ayaz fareed","2024-12-03T07:35:45.117Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Eslam Medhat","2024-12-02T17:08:53.185Z","3","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"hassan khan","2024-12-01T16:55:09.344Z","4","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Ali Alkindi","2024-12-01T03:51:46.365Z","5","Federal Territory of Kuala Lumpur","مكان رائع يستحق الزيارة","Royale Chulan Kuala Lumpur"
"Trip.com Member","2024-11-30T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","立地がよかったと思います少し早目に到着したのですが、部屋に入れてもらえましたまた、機会があれば泊まりたいと思います","Royale Chulan Kuala Lumpur"
"Trip.com Member","2024-11-30T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","Love to stay hereClassic deco as the hotel is pretty much oldBreakfast was okay with several selections Room size was big and i was upgraded to club room","Royale Chulan Kuala Lumpur"
"Trip.com Member","2024-11-30T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","挺不错的地方，早餐丰盛又好吃","Royale Chulan Kuala Lumpur"
"masi mahdavian","2024-11-30T15:26:37.717Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Anand Shashidharan","2024-11-29T16:31:07.011Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"kashif ashraf","2024-11-29T04:07:13.219Z","3","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Bard Izman Osman","2024-11-29T00:41:57.845Z","4","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Trip.com Member","2024-11-28T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","酒店全是印度人，看样子是清真的。有一些广式点心，不少各种咖喱和印度飞饼。设施比较老旧了。而且离商区需要过一个大马路。","Royale Chulan Kuala Lumpur"
"Trip.com Member","2024-12-28T23:59:59.999Z",,"Penang","Old hotel room has old house smell. Good location good breakfast, service and stuff are good.","Royale Chulan Penang"
"Shahrir Ali","2024-12-26T11:00:39.303Z","5","Penang",,"Royale Chulan Penang"
"Eng Yang Khoo (EY Khoo)","2024-12-26T02:08:13.050Z","3","Penang","Does not serve food selection as advertised for Christmas lunch. Parking is really bad. Have to park in 3rd party parking lot. Taste of food is good for its price. Service at lunch is good.","Royale Chulan Penang"
"Asyraf Yusuf","2024-12-26T00:31:56.422Z","5","Penang",,"Royale Chulan Penang"
"Trip.com Member","2024-12-25T23:59:59.999Z",,"Penang","Excellent Service staff","Royale Chulan Penang"
"Reuben Tan","2024-12-25T02:38:09.386Z","2","Penang","My beef is with the staff at the cafe. My family and I were not shown to our table for our breakfast, only told to go to a table on the right by the staff at the entrance. I am not sure if there was a staff to lead us to the table, and if there was one, she was walking like 10 steps ahead of us without turning to see if we were following her. I was therefore not sure where our table was but I saw an empty one being cleaned by a staff but when we reached the table, that staff who was cleaning the table then told us the table was already reserved or taken by someone else. However, I didn’t see anyone else waiting to sit there. So I asked her where our table would be since we were told to go in. She then said    In a not so polite way that they would look for another table for us. The staff who seemed to be the one supposed to lead us was also clueless if we were the ones.  After some time, maybe after checking with staff at the entrance, she nodded her head from afar, and I was not sure what that meant and the staff who was cleaning the table just left us like that, so I presume that table was indeed ours. Such a strange and unpleasant experience that left me wondering if we were really in the wrong. As far as I am concerned, I did not enter the cafe without being let in by the staff, and I wasn’t till now told if that table was really meant for us, only told that it was meant for some other guests who were nowhere to be seen","Royale Chulan Penang"
"Trip.com Member","2024-12-24T23:59:59.999Z",,"Penang","The room, breakfast and overall experience was generally excellent.Room make up was a little shoddy, always missing some towels.For the poolside and gym service, when the regular attendant was on duty (selva?) everything was tip top. But when he was on leave, there were no towels and no one was around to ask for help","Royale Chulan Penang"
"Trip.com Member","2024-12-24T23:59:59.999Z",,"Penang","staff kt customer service kna lbih friendly bru customer rasa selesa..parking kena bayar yaa 😆","Royale Chulan Penang"
"Sharifah Ibrahim","2024-12-24T08:47:05.512Z","4","Penang","Table arrangement very near for breakfast. Varieties of foods but the food counter scattered around. Flat rate parking for hotel guest at rm5. Strategic location within walking distances to heritage old town and food.","Royale Chulan Penang"
"Benjamin Farah","2024-12-24T08:32:42.587Z","4","Penang","Should be 4.5 stars. Stayed here 4 times or so. Rooms showing their age but functional. Lots of breakfast options. Location is great.","Royale Chulan Penang"
"Adzli Shaferul Ramli","2024-12-23T06:05:39.460Z","5","Penang","Very good location in the middle of Penang, you can walk to little India, padang esplanade and a lot of good Kedai makan like Kapitan, Nasi Kandar Merlin, Ais Tingkap, Nasi kandar beratur, etc all at walking distances. The hospitality is recommended with friendly staffs willing to assist you anytime. Room is spacious with nice view over seeing the jetty. Will surely revisit the hotel.","Royale Chulan Penang"
"Nur Dalila Harun","2024-12-23T05:19:49.945Z","5","Penang","Lokasi dekat dengan padang kota..
Bilik sangat bersih
Service tiptop..
Breakfast sedap","Royale Chulan Penang"
"Trip.com Member","2024-12-22T23:59:59.999Z",,"Penang","I stayed with my husband and two kids in a superior room.It has ample parking. The parking area is a multiple level building opposite the hotel. The parking area has lift.The room is spacious. Ample space to perform prayer. It has a separate shower and toilet area.Iron is provided.The hotel is accessible to many tourist spots.To improve 1. Cleanliness My room has multiple spots of dust on the carpet There is stain on the toilet bowl.2 . Breakfast BuffetThere is variety of food but I was provided with papercup, we have to wait for the cup due to large crowd.","Royale Chulan Penang"
"abdul ansari","2024-12-22T12:52:01.882Z","5","Penang","Very nice and cozy stay near the Penang jetty. Excellent rooms and a lovely breakfast spread..","Royale Chulan Penang"
"hamza 17","2024-12-21T16:13:16.517Z","5","Penang","loved the room i didn't expect to be this big, amazing, and strong WiFi helped to do my work without any issue. Also, the view is to the sea where i can see the ships park at the jetty, very walkable hotel to nearby attractions in gorge town.. check-in was so smooth, price is standard","Royale Chulan Penang"
"Mimi Siew","2024-12-21T10:00:47.199Z","4","Penang","The room is big, a little retro, very clean, and very quiet.","Royale Chulan Penang"
"Rekha Balasubramaniam","2024-12-18T22:41:14.255Z","5","Penang","Location, service, food, environment... Everything was good. Specially the door service staff and front desk staff very helpful and kind. Highly recommended","Royale Chulan Penang"
"Trip.com Member","2024-12-17T23:59:59.999Z",,"Penang","房間屬於典雅型，設施齊備，除了風筒之外連熨鬥和熨衫板也有。地點位置不錯，步行15分鐘已經可以經過少印度去到檳城著名的壁畫影相，酒店正門對出停車場旁邊有一個大排檔，不過只在平日營業。酒店提供的早餐非常豐富。","Royale Chulan Penang"
"Trip.com Member","2024-12-16T23:59:59.999Z",,"Penang","酒店地點十分優越，鄰近地道美食非常近，不到一分鐘腳程！去姓氏橋也十分近，約10分鐘腳程左右，這邊也有地道風味餐廳，但係不要有太高祈望。","Royale Chulan Penang"
"Trip.com Member","2024-12-15T23:59:59.999Z",,"Penang","The hotel is right on the main road, but the entrance/lobby is off the road, down an alley.Check in was easy.  I requested early check in at 2pm, showed up at 1:15 and was still accommodated which was nice.  The room was nice and clean.  The king bed was very comfortable.  There was no city view from the 4th floor, only the swimming pool.  The buffet breakfast was ok, not great and not terrible.  Overall the Royals Chulan was quite good, I would stay here again.","Royale Chulan Penang"
"SHAHABUDDIN Bin Md Ali Budin Cool","2024-12-14T14:35:18.543Z","5","Penang",,"Royale Chulan Penang"
"Karen Tan","2024-12-12T02:16:54.470Z","4","Penang","Everything is good esp Mr Selva who is in charge of the swimming pool and gym is very helpful and friendly and maintained both place clean and enjoyable experience. Thank you","Royale Chulan Penang"
"Yih Hubert","2024-12-10T11:02:53.106Z","5","Penang","臨近大排檔，吃飯方便，周邊非常多餐廳可供選擇，超商店也近在咫尺。","Royale Chulan Penang"
"Umayal Arumugam","2024-12-10T07:56:21.345Z","5","Penang",,"Royale Chulan Penang"
"Trip.com Member","2024-12-09T23:59:59.999Z",,"Penang","We have our weekend staycation over here to enjoy local food. Very reasonable price, comfortable room and walkable to many places. Highly recommend the Nasi Lemak Breakfast. Staff are ok but less of smile. Anyway, no big issue. Will come back again","Royale Chulan Penang"
"Trip.com Member","2024-12-09T23:59:59.999Z",,"Penang","房间非常好，可以提前入住，可以看到海。房间厕所洗澡分离，只有两条大毛巾，健身房非常干净，24小时开，有饮水机，游泳池非常干净，开到20点，服务人员Selva是残疾人，很勤奋，服务不错，教我用健身器材，看来酒店很照顾，愿意提供残疾人就业前台帮助免费打印，态度好效率很高早餐不错，马来风，咖啡机很慢需要耐心","Royale Chulan Penang"
"Trip.com Member","2024-12-09T23:59:59.999Z",,"Penang","View very nice when breakfast","Royale Chulan Penang"
"Trip.com Member","2024-12-08T23:59:59.999Z",,"Penang","wifi is patchy but place is close to almost everything. Comfortable as well.","Royale Chulan Penang"
"Huda Abd","2024-12-08T03:27:23.831Z","5","Penang","Very nice hotel and good place for stay in. Overall i love it ❤️","Royale Chulan Penang"
"Wan Fatima Wan Omar","2024-12-07T12:13:03.912Z","5","Penang","This is my 5th stay at the hotel, always love the place.","Royale Chulan Penang"
"Trip.com Member","2024-12-06T23:59:59.999Z",,"Penang","Best. Dekat dengan nasi lemak viral, blkg hotel je.","Royale Chulan Penang"
"Trip.com Member","2024-12-06T23:59:59.999Z",,"Penang","Nice hotel","Royale Chulan Penang"
"siti hajar ahmad fuad","2024-12-06T23:30:48.047Z","4","Penang","Air pool sejuk","Royale Chulan Penang"
"Colleen MM","2024-12-05T11:10:03.544Z","5","Penang","Shoutout to Mithu !
The hotel shows its age, but the location is fantastic. Parking was a breeze; we were able to park in the designated bay for all three nights of our stay. However, the bathroom had an unpleasant urine smell coming from the wooden door, which I assume is difficult for the cleaners to eliminate. On a brighter note, I want to give a special shoutout to Mithu, the housekeeping attendant, for his warm hospitality and morning greetings. He even folded a towel into a dog shape on our bed and gifted us chocolates—a lovely touch that made our stay memorable.","Royale Chulan Penang"
"Iryna Herasymova","2024-12-05T04:17:30.795Z","5","Penang","Comfortable, clean room, clean bed sheets with a perfect view.
Good location, walk distance to the many tourists spots. Helpful and polite staff. Very testy breakfast with a lot of proposal.","Royale Chulan Penang"
"Peter Bond","2024-12-04T05:17:30.628Z","4","Penang","Schönes altes Hotel in der Altstadt von Penang.  Die Zimmer sind geräumig und zweckmäßig ausgestattet. Die Trennwand zur Dusche war leider undicht. Aber die Toilette war getrennt vom Badezimmer. Wir hatten seitlichen Blick aufs Meer, was Recht schön war. Frühstück ist gewohnt für Malaysia sehr umfangreich. Nur sollte man nicht zu den Stoßzeiten zum Frühstück kommen, dann muß man lange warten bis ein Platz frei wird. Für ein solches Hotel ein ""No-Go"".
Auch sollten wir beim auschecken noch warten bis sie unser Zimmer kontrolliert haben. Ebenfalls eine No-Go!!!!
Der Pool ist groß und gut gepflegt. Ausreichend Liegen vorhanden.
Der Haupteingang ist der hintere Eingang.","Royale Chulan Penang"
